NC_030599.1 Prunus pseudocerasus voucher PSEUDO20160226 chloroplast, complete genome
NC_031163.1 Malus prunifolia voucher MPRUN20160302 chloroplast, complete genome
NC_032038.1 Rosa roxburghii chloroplast, complete genome
NC_033975.1 Sorbus torminalis chloroplast, complete genome
NW_025999501.1 Pyrus x bretschneideri cultivar Hongxiangsu unplaced genomic scaffold, Pyrus_bretschneideri_v1 Contig2, whole genome shotgun sequence
NW_025999500.1 Pyrus x bretschneideri cultivar Hongxiangsu unplaced genomic scaffold, Pyrus_bretschneideri_v1 Contig199, whole genome shotgun sequence
NW_025999490.1 Pyrus x bretschneideri cultivar Hongxiangsu unplaced genomic scaffold, Pyrus_bretschneideri_v1 Contig19, whole genome shotgun sequence
NW_025999479.1 Pyrus x bretschneideri cultivar Hongxiangsu unplaced genomic scaffold, Pyrus_bretschneideri_v1 Contig18, whole genome shotgun sequence
NW_025999468.1 Pyrus x bretschneideri cultivar Hongxiangsu unplaced genomic scaffold, Pyrus_bretschneideri_v1 Contig17, whole genome shotgun sequence
NW_025999458.1 Pyrus x bretschneideri cultivar Hongxiangsu unplaced genomic scaffold, Pyrus_bretschneideri_v1 Contig160, whole genome shotgun sequence
NW_025999457.1 Pyrus x bretschneideri cultivar Hongxiangsu unplaced genomic scaffold, Pyrus_bretschneideri_v1 Contig16, whole genome shotgun sequence
NW_025999456.1 Pyrus x bretschneideri cultivar Hongxiangsu unplaced genomic scaffold, Pyrus_bretschneideri_v1 Contig159, whole genome shotgun sequence
NW_025999455.1 Pyrus x bretschneideri cultivar Hongxiangsu unplaced genomic scaffold, Pyrus_bretschneideri_v1 Contig158, whole genome shotgun sequence
NW_025999454.1 Pyrus x bretschneideri cultivar Hongxiangsu unplaced genomic scaffold, Pyrus_bretschneideri_v1 Contig157, whole genome shotgun sequence
NW_025999453.1 Pyrus x bretschneideri cultivar Hongxiangsu unplaced genomic scaffold, Pyrus_bretschneideri_v1 Contig156, whole genome shotgun sequence
NW_025999452.1 Pyrus x bretschneideri cultivar Hongxiangsu unplaced genomic scaffold, Pyrus_bretschneideri_v1 Contig155, whole genome shotgun sequence
NW_025999451.1 Pyrus x bretschneideri cultivar Hongxiangsu unplaced genomic scaffold, Pyrus_bretschneideri_v1 Contig154, whole genome shotgun sequence
NW_025999450.1 Pyrus x bretschneideri cultivar Hongxiangsu unplaced genomic scaffold, Pyrus_bretschneideri_v1 Contig153, whole genome shotgun sequence
NW_025999449.1 Pyrus x bretschneideri cultivar Hongxiangsu unplaced genomic scaffold, Pyrus_bretschneideri_v1 Contig152, whole genome shotgun sequence
NW_025999448.1 Pyrus x bretschneideri cultivar Hongxiangsu unplaced genomic scaffold, Pyrus_bretschneideri_v1 Contig151, whole genome shotgun sequence
NW_025999447.1 Pyrus x bretschneideri cultivar Hongxiangsu unplaced genomic scaffold, Pyrus_bretschneideri_v1 Contig150, whole genome shotgun sequence
NW_025999446.1 Pyrus x bretschneideri cultivar Hongxiangsu unplaced genomic scaffold, Pyrus_bretschneideri_v1 Contig15, whole genome shotgun sequence
NW_025999445.1 Pyrus x bretschneideri cultivar Hongxiangsu unplaced genomic scaffold, Pyrus_bretschneideri_v1 Contig149, whole genome shotgun sequence
NW_025999444.1 Pyrus x bretschneideri cultivar Hongxiangsu unplaced genomic scaffold, Pyrus_bretschneideri_v1 Contig148, whole genome shotgun sequence
NW_025999443.1 Pyrus x bretschneideri cultivar Hongxiangsu unplaced genomic scaffold, Pyrus_bretschneideri_v1 Contig147, whole genome shotgun sequence
NW_025999442.1 Pyrus x bretschneideri cultivar Hongxiangsu unplaced genomic scaffold, Pyrus_bretschneideri_v1 Contig146, whole genome shotgun sequence
NW_025999441.1 Pyrus x bretschneideri cultivar Hongxiangsu unplaced genomic scaffold, Pyrus_bretschneideri_v1 Contig145, whole genome shotgun sequence
NW_025999440.1 Pyrus x bretschneideri cultivar Hongxiangsu unplaced genomic scaffold, Pyrus_bretschneideri_v1 Contig144, whole genome shotgun sequence
NW_025999439.1 Pyrus x bretschneideri cultivar Hongxiangsu unplaced genomic scaffold, Pyrus_bretschneideri_v1 Contig143, whole genome shotgun sequence
NW_025999438.1 Pyrus x bretschneideri cultivar Hongxiangsu unplaced genomic scaffold, Pyrus_bretschneideri_v1 Contig142, whole genome shotgun sequence
NW_025999437.1 Pyrus x bretschneideri cultivar Hongxiangsu unplaced genomic scaffold, Pyrus_bretschneideri_v1 Contig141, whole genome shotgun sequence
NW_025999436.1 Pyrus x bretschneideri cultivar Hongxiangsu unplaced genomic scaffold, Pyrus_bretschneideri_v1 Contig140, whole genome shotgun sequence
NW_025999435.1 Pyrus x bretschneideri cultivar Hongxiangsu unplaced genomic scaffold, Pyrus_bretschneideri_v1 Contig14, whole genome shotgun sequence
NW_025999434.1 Pyrus x bretschneideri cultivar Hongxiangsu unplaced genomic scaffold, Pyrus_bretschneideri_v1 Contig139, whole genome shotgun sequence
NW_025999433.1 Pyrus x bretschneideri cultivar Hongxiangsu unplaced genomic scaffold, Pyrus_bretschneideri_v1 Contig138, whole genome shotgun sequence
NW_025999432.1 Pyrus x bretschneideri cultivar Hongxiangsu unplaced genomic scaffold, Pyrus_bretschneideri_v1 Contig137, whole genome shotgun sequence
NW_025999431.1 Pyrus x bretschneideri cultivar Hongxiangsu unplaced genomic scaffold, Pyrus_bretschneideri_v1 Contig136, whole genome shotgun sequence
NW_025999430.1 Pyrus x bretschneideri cultivar Hongxiangsu unplaced genomic scaffold, Pyrus_bretschneideri_v1 Contig135, whole genome shotgun sequence
NW_025999429.1 Pyrus x bretschneideri cultivar Hongxiangsu unplaced genomic scaffold, Pyrus_bretschneideri_v1 Contig134, whole genome shotgun sequence
NW_025999428.1 Pyrus x bretschneideri cultivar Hongxiangsu unplaced genomic scaffold, Pyrus_bretschneideri_v1 Contig133, whole genome shotgun sequence
NW_025999427.1 Pyrus x bretschneideri cultivar Hongxiangsu unplaced genomic scaffold, Pyrus_bretschneideri_v1 Contig132, whole genome shotgun sequence
NW_025999426.1 Pyrus x bretschneideri cultivar Hongxiangsu unplaced genomic scaffold, Pyrus_bretschneideri_v1 Contig131, whole genome shotgun sequence
NW_025999425.1 Pyrus x bretschneideri cultivar Hongxiangsu unplaced genomic scaffold, Pyrus_bretschneideri_v1 Contig130, whole genome shotgun sequence
NW_025999424.1 Pyrus x bretschneideri cultivar Hongxiangsu unplaced genomic scaffold, Pyrus_bretschneideri_v1 Contig13, whole genome shotgun sequence
NW_025999423.1 Pyrus x bretschneideri cultivar Hongxiangsu unplaced genomic scaffold, Pyrus_bretschneideri_v1 Contig129, whole genome shotgun sequence
NW_025999422.1 Pyrus x bretschneideri cultivar Hongxiangsu unplaced genomic scaffold, Pyrus_bretschneideri_v1 Contig128, whole genome shotgun sequence
NW_025999421.1 Pyrus x bretschneideri cultivar Hongxiangsu unplaced genomic scaffold, Pyrus_bretschneideri_v1 Contig127, whole genome shotgun sequence
NW_025999420.1 Pyrus x bretschneideri cultivar Hongxiangsu unplaced genomic scaffold, Pyrus_bretschneideri_v1 Contig126, whole genome shotgun sequence
NW_025999419.1 Pyrus x bretschneideri cultivar Hongxiangsu unplaced genomic scaffold, Pyrus_bretschneideri_v1 Contig125, whole genome shotgun sequence
NW_025999418.1 Pyrus x bretschneideri cultivar Hongxiangsu unplaced genomic scaffold, Pyrus_bretschneideri_v1 Contig124, whole genome shotgun sequence
NW_025999417.1 Pyrus x bretschneideri cultivar Hongxiangsu unplaced genomic scaffold, Pyrus_bretschneideri_v1 Contig123, whole genome shotgun sequence
NW_025999416.1 Pyrus x bretschneideri cultivar Hongxiangsu unplaced genomic scaffold, Pyrus_bretschneideri_v1 Contig122, whole genome shotgun sequence
NW_025999415.1 Pyrus x bretschneideri cultivar Hongxiangsu unplaced genomic scaffold, Pyrus_bretschneideri_v1 Contig121, whole genome shotgun sequence
NW_025999414.1 Pyrus x bretschneideri cultivar Hongxiangsu unplaced genomic scaffold, Pyrus_bretschneideri_v1 Contig120, whole genome shotgun sequence
NW_025999413.1 Pyrus x bretschneideri cultivar Hongxiangsu unplaced genomic scaffold, Pyrus_bretschneideri_v1 Contig12, whole genome shotgun sequence
NW_025999412.1 Pyrus x bretschneideri cultivar Hongxiangsu unplaced genomic scaffold, Pyrus_bretschneideri_v1 Contig119, whole genome shotgun sequence
NW_025999411.1 Pyrus x bretschneideri cultivar Hongxiangsu unplaced genomic scaffold, Pyrus_bretschneideri_v1 Contig118, whole genome shotgun sequence
NW_025999410.1 Pyrus x bretschneideri cultivar Hongxiangsu unplaced genomic scaffold, Pyrus_bretschneideri_v1 Contig117, whole genome shotgun sequence
NW_025999409.1 Pyrus x bretschneideri cultivar Hongxiangsu unplaced genomic scaffold, Pyrus_bretschneideri_v1 Contig116, whole genome shotgun sequence
NW_025999408.1 Pyrus x bretschneideri cultivar Hongxiangsu unplaced genomic scaffold, Pyrus_bretschneideri_v1 Contig115, whole genome shotgun sequence
NW_025999407.1 Pyrus x bretschneideri cultivar Hongxiangsu unplaced genomic scaffold, Pyrus_bretschneideri_v1 Contig114, whole genome shotgun sequence
NW_025999406.1 Pyrus x bretschneideri cultivar Hongxiangsu unplaced genomic scaffold, Pyrus_bretschneideri_v1 Contig113, whole genome shotgun sequence
NW_025999405.1 Pyrus x bretschneideri cultivar Hongxiangsu unplaced genomic scaffold, Pyrus_bretschneideri_v1 Contig112, whole genome shotgun sequence
NW_025999404.1 Pyrus x bretschneideri cultivar Hongxiangsu unplaced genomic scaffold, Pyrus_bretschneideri_v1 Contig111, whole genome shotgun sequence
NW_025999403.1 Pyrus x bretschneideri cultivar Hongxiangsu unplaced genomic scaffold, Pyrus_bretschneideri_v1 Contig110, whole genome shotgun sequence
NW_025999402.1 Pyrus x bretschneideri cultivar Hongxiangsu unplaced genomic scaffold, Pyrus_bretschneideri_v1 Contig11, whole genome shotgun sequence
NW_025999401.1 Pyrus x bretschneideri cultivar Hongxiangsu unplaced genomic scaffold, Pyrus_bretschneideri_v1 Contig109, whole genome shotgun sequence
NW_025999400.1 Pyrus x bretschneideri cultivar Hongxiangsu unplaced genomic scaffold, Pyrus_bretschneideri_v1 Contig108, whole genome shotgun sequence
NW_025999399.1 Pyrus x bretschneideri cultivar Hongxiangsu unplaced genomic scaffold, Pyrus_bretschneideri_v1 Contig107, whole genome shotgun sequence
NW_025999398.1 Pyrus x bretschneideri cultivar Hongxiangsu unplaced genomic scaffold, Pyrus_bretschneideri_v1 Contig106, whole genome shotgun sequence
NW_025999397.1 Pyrus x bretschneideri cultivar Hongxiangsu unplaced genomic scaffold, Pyrus_bretschneideri_v1 Contig105, whole genome shotgun sequence
NW_025999396.1 Pyrus x bretschneideri cultivar Hongxiangsu unplaced genomic scaffold, Pyrus_bretschneideri_v1 Contig104, whole genome shotgun sequence
NW_025999395.1 Pyrus x bretschneideri cultivar Hongxiangsu unplaced genomic scaffold, Pyrus_bretschneideri_v1 Contig103, whole genome shotgun sequence
NW_025999394.1 Pyrus x bretschneideri cultivar Hongxiangsu unplaced genomic scaffold, Pyrus_bretschneideri_v1 Contig102, whole genome shotgun sequence
NW_025999393.1 Pyrus x bretschneideri cultivar Hongxiangsu unplaced genomic scaffold, Pyrus_bretschneideri_v1 Contig101, whole genome shotgun sequence
NW_025999392.1 Pyrus x bretschneideri cultivar Hongxiangsu unplaced genomic scaffold, Pyrus_bretschneideri_v1 Contig100, whole genome shotgun sequence
NW_025999391.1 Pyrus x bretschneideri cultivar Hongxiangsu unplaced genomic scaffold, Pyrus_bretschneideri_v1 Contig10, whole genome shotgun sequence
NW_025999390.1 Pyrus x bretschneideri cultivar Hongxiangsu unplaced genomic scaffold, Pyrus_bretschneideri_v1 Contig1, whole genome shotgun sequence
NC_063474.1 Prinsepia uniflora chloroplast, complete genome
NC_063569.1 Sorbus koehneana chloroplast, complete genome
NC_063615.1 Rubus quinquefoliolatus chloroplast, complete genome
NC_064105.1 Prunus maackii chloroplast, complete genome
NC_064106.1 Prunus schneideriana chloroplast, complete genome
NC_064107.1 Prunus duclouxii chloroplast, complete genome
NC_064108.1 Prunus trichantha chloroplast, complete genome
NC_064142.1 Rubus pacificus chloroplast, complete genome
NC_064143.1 Rubus conduplicatus chloroplast, complete genome
NC_064734.1 Spiraea thunbergii chloroplast, complete genome
NC_065066.1 Prunus schneideriana mitochondrion, complete genome
NC_065110.1 Rosa transmorrisonensis voucher GXF15624-12 chloroplast, complete genome
NC_065218.1 Pyrus x bretschneideri mitochondrion, complete genome
NC_065219.1 Fragaria x ananassa mitochondrion, complete genome
NC_065220.1 Photinia serratifolia mitochondrion, complete genome
NC_065221.1 Geum urbanum mitochondrion, complete genome
NC_065222.1 Fragaria mandshurica mitochondrion, complete genome
NC_065223.1 Fragaria pentaphylla mitochondrion, complete genome
NC_065224.1 Malus baccata mitochondrion, complete genome
NC_065225.1 Malus sieversii mitochondrion, complete genome
NC_065226.1 Malus sylvestris mitochondrion, complete genome
NC_065227.1 Pyrus ussuriensis x Pyrus communis cultivar No.1 Zhongai mitochondrion, complete genome
NC_065228.1 Prunus armeniaca mitochondrion, complete genome
NC_065229.1 Pyrus communis mitochondrion, complete genome
NC_065230.1 Prunus kanzakura mitochondrion, complete genome
NC_065231.1 Prunus mira mitochondrion, complete genome
NC_065232.1 Prunus mume mitochondrion, complete genome
NC_065233.1 Prunus salicina mitochondrion, complete genome
NC_065234.1 Prunus sibirica mitochondrion, complete genome
NC_065235.1 Prunus yedoensis mitochondrion, complete genome
NC_065236.1 Rosa chinensis mitochondrion, complete genome
NC_065237.1 Rosa rugosa mitochondrion, complete genome
NC_065238.1 Rubus chingii mitochondrion, complete genome
NC_065239.1 Fragaria vesca mitochondrion, complete genome
NC_065240.1 Geum urbanum chloroplast, complete genome
NC_065241.1 Pyrus x bretschneideri cultivar Hongxiangsu chloroplast, complete genome
NC_065242.1 Pyrus ussuriensis x Pyrus communis cultivar No. 1 Zhongai chloroplast, complete genome
NC_065243.1 Pyrus betulifolia chloroplast, complete genome
NC_065244.1 Prunus kanzakura chloroplast, complete genome
NC_065485.1 Crataegus maximowiczii chloroplast, complete genome
NC_065486.1 Crataegus pinnatifida var. major chloroplast, complete genome
NC_065652.1 Photinia hirsuta voucher B.B.Liu#2385 chloroplast, complete genome
NC_065653.1 Pourthiaea arguta subsp. pustulata voucher B.B.Liu#2105 chloroplast, complete genome
NC_065654.1 Pourthiaea pilosicalyx voucher B.B.Liu#2131 chloroplast, complete genome
NC_065655.1 Photinia impressivena voucher G.L.Sun#180 chloroplast, complete genome
NC_065670.1 Crataegus chungtienensis chloroplast, complete genome
NC_065671.1 Crataegus oresbia chloroplast, complete genome
NC_065672.1 Crataegus scabrifolia chloroplast, complete genome
NC_065730.1 Prunus ussuriensis chloroplast, complete genome
NC_065734.1 Physocarpus amurensis chloroplast, complete genome
NC_065751.1 Prunus phaeosticta voucher LP208067 chloroplast, complete genome
NC_065867.1 Rosa chinensis chloroplast, complete genome
NW_026089536.1 Argentina anserina unplaced genomic scaffold, drPotAnse1.1, whole genome shotgun sequence
NW_026089534.1 Argentina anserina unplaced genomic scaffold, drPotAnse1.1, whole genome shotgun sequence
NW_026089533.1 Argentina anserina unplaced genomic scaffold, drPotAnse1.1, whole genome shotgun sequence
NW_026089532.1 Argentina anserina unplaced genomic scaffold, drPotAnse1.1, whole genome shotgun sequence
NW_026089531.1 Argentina anserina unplaced genomic scaffold, drPotAnse1.1, whole genome shotgun sequence
NW_026089530.1 Argentina anserina unplaced genomic scaffold, drPotAnse1.1, whole genome shotgun sequence
NW_026089527.1 Argentina anserina unplaced genomic scaffold, drPotAnse1.1, whole genome shotgun sequence
NW_026089526.1 Argentina anserina unplaced genomic scaffold, drPotAnse1.1, whole genome shotgun sequence
NW_026089524.1 Argentina anserina unplaced genomic scaffold, drPotAnse1.1, whole genome shotgun sequence
NW_026089522.1 Argentina anserina unplaced genomic scaffold, drPotAnse1.1, whole genome shotgun sequence
NW_026089521.1 Argentina anserina unplaced genomic scaffold, drPotAnse1.1, whole genome shotgun sequence
NW_026089520.1 Argentina anserina unplaced genomic scaffold, drPotAnse1.1, whole genome shotgun sequence
NW_026089518.1 Argentina anserina unplaced genomic scaffold, drPotAnse1.1, whole genome shotgun sequence
NW_026089512.1 Argentina anserina unplaced genomic scaffold, drPotAnse1.1, whole genome shotgun sequence
NW_026089511.1 Argentina anserina unplaced genomic scaffold, drPotAnse1.1, whole genome shotgun sequence
NW_026089509.1 Argentina anserina unplaced genomic scaffold, drPotAnse1.1, whole genome shotgun sequence
NW_026089508.1 Argentina anserina unplaced genomic scaffold, drPotAnse1.1, whole genome shotgun sequence
NW_026089507.1 Argentina anserina unplaced genomic scaffold, drPotAnse1.1, whole genome shotgun sequence
NW_026089506.1 Argentina anserina unplaced genomic scaffold, drPotAnse1.1, whole genome shotgun sequence
NW_026089505.1 Argentina anserina unplaced genomic scaffold, drPotAnse1.1, whole genome shotgun sequence
NW_026089498.1 Argentina anserina unplaced genomic scaffold, drPotAnse1.1, whole genome shotgun sequence
NW_026089497.1 Argentina anserina unplaced genomic scaffold, drPotAnse1.1, whole genome shotgun sequence
NW_026089496.1 Argentina anserina unplaced genomic scaffold, drPotAnse1.1, whole genome shotgun sequence
NW_026089495.1 Argentina anserina unplaced genomic scaffold, drPotAnse1.1, whole genome shotgun sequence
NW_026089494.1 Argentina anserina unplaced genomic scaffold, drPotAnse1.1, whole genome shotgun sequence
NW_026089493.1 Argentina anserina unplaced genomic scaffold, drPotAnse1.1, whole genome shotgun sequence
NW_026089491.1 Argentina anserina unplaced genomic scaffold, drPotAnse1.1, whole genome shotgun sequence
NW_026089490.1 Argentina anserina unplaced genomic scaffold, drPotAnse1.1, whole genome shotgun sequence
NW_026089488.1 Argentina anserina unplaced genomic scaffold, drPotAnse1.1, whole genome shotgun sequence
NW_026089485.1 Argentina anserina unplaced genomic scaffold, drPotAnse1.1, whole genome shotgun sequence
NW_026089481.1 Argentina anserina unplaced genomic scaffold, drPotAnse1.1, whole genome shotgun sequence
NW_026089480.1 Argentina anserina unplaced genomic scaffold, drPotAnse1.1, whole genome shotgun sequence
NW_026089478.1 Argentina anserina unplaced genomic scaffold, drPotAnse1.1, whole genome shotgun sequence
NW_026089475.1 Argentina anserina unplaced genomic scaffold, drPotAnse1.1, whole genome shotgun sequence
